Sentence,Label
"We found that RING domains of gp78/[E]PROTEIN[/E], a TRANSFERASE previously implicated in [PTM]ERAD[/PTM], and MARCHVII/axotrophin, a TRANSFERASE of unknown function, greatly enhanced the activity of TRANSFERASE-25K",0
"We found that RING domains of [E]PROTEIN[/E]/AMFR, a TRANSFERASE previously implicated in [PTM]ERAD[/PTM], and MARCHVII/axotrophin, a TRANSFERASE of unknown function, greatly enhanced the activity of TRANSFERASE-25K",0
"We found that RING domains of gp78/AMFR, a TRANSFERASE previously implicated in [PTM]ERAD[/PTM], and [E]PROTEIN[/E]/axotrophin, a TRANSFERASE of unknown function, greatly enhanced the activity of TRANSFERASE-25K",0
"We found that RING domains of gp78/AMFR, a TRANSFERASE previously implicated in [PTM]ERAD[/PTM], and MARCHVII/[E]PROTEIN[/E], a TRANSFERASE of unknown function, greatly enhanced the activity of TRANSFERASE-25K",0
"Sickle cell spectrin has diminished ability to transfer GROUP from an intermediate spectrin-GROUP thioester adduct (alpha' spectrin) to ankyrin, which may be due to [PTM]glutathiolation[/PTM] of [E]PROTEIN[/E]",0
"Expression of TRANSFERASE in T cells resulted in specific inhibition of RhoA GTPase activation; activation of Rac1, cdc42, and [E]PROTEIN[/E] were not affected",0
"Expression of TRANSFERASE in T cells resulted in specific inhibition of [E]PROTEIN[/E] activation; activation of Rac1, cdc42, and Ras GTPases were not affected",0
"Interestingly, stable T cell lines expressing dominant-negative RhoA mimicked the TRANSFERASE-mediated IL-2 inhibition phenotype, and T cells expressing constitutively active RhoA were able to overcome TRANSFERASE-mediated inhibition of [E]PROTEIN[/E] expression",0
"Expression of TRANSFERASE in T cells resulted in specific inhibition of RhoA GTPase activation; activation of Rac1, [E]PROTEIN[/E], and Ras GTPases were not affected",0
"Expression of TRANSFERASE in T cells resulted in specific inhibition of RhoA GTPase activation; activation of [E]PROTEIN[/E], cdc42, and Ras GTPases were not affected",0
"Interestingly, stable T cell lines expressing dominant-negative RhoA mimicked the TRANSFERASE-mediated [E]PROTEIN[/E] inhibition phenotype, and T cells expressing constitutively active RhoA were able to overcome TRANSFERASE-mediated inhibition of IL-2 expression",0
"Interestingly, stable T cell lines expressing dominant-negative RhoA mimicked the TRANSFERASE-mediated IL-2 inhibition phenotype, and T cells expressing constitutively active [E]PROTEIN[/E] were able to overcome TRANSFERASE-mediated inhibition of IL-2 expression",0
"A biochemical approach was taken to identify substrates of [E]PROTEIN[/E], an essential TRANSFERASE of Saccharomyces cerevisiae",0
"[E]PROTEIN[/E] is a TRANSFERASE involved in numerous processes, and an associated deMODIFYING enzyme, Ubp2, modulates its activity",0
"In addition, the results support a model for TRANSFERASE function in which the [E]PROTEIN[/E] domain mediates substrate binding, while the carboxyl-terminal hect domain catalyzes MODIFICATION of bound substrates.",0
"In addition, the results support a model for TRANSFERASE function in which the amino-terminal domain mediates [E]PROTEIN[/E] binding, while the carboxyl-terminal hect domain catalyzes MODIFICATION of bound substrates.",0
The mutation of Ser(72) on p53R2 to [E]PROTEIN[/E] results in the hyperMODIFICATION of p53R2 and reduces p53R2 stability,0
The mutation of Ser(72) on [E]PROTEIN[/E] to alanine results in the hyperMODIFICATION of p53R2 and reduces p53R2 stability,0
The mutation of Ser(72) on p53R2 to alanine results in the hyperMODIFICATION of p53R2 and reduces [E]PROTEIN[/E] stability,0
The mutation of [E]PROTEIN[/E] on p53R2 to alanine results in the hyperMODIFICATION of p53R2 and reduces p53R2 stability,0
"Abrogation of beta-arrestin MODIFICATION, either by expression in Mdm2-null cells or by dominant-negative forms of [E]PROTEIN[/E] lacking TRANSFERASE TRANSFERASE activity, inhibited receptor internalization with marginal effects on receptor degradation",0
Itch promotes MODIFICATION of Smad2 and augments Smad2 phosphorylation that requires an intact TRANSFERASE activity of [E]PROTEIN[/E],0
"Detailed protocols on the labeling of GROUP, the generation of [E]PROTEIN[/E], and the use of GROUP-TRANSFERASE in the TRANSFERASE TRANSFERASE reaction for inhibitor discovery and characterization are provided.",0
"Detailed protocols on the labeling of GROUP, the generation of GROUP-TRANSFERASE, and the use of [E]PROTEIN[/E] in the TRANSFERASE TRANSFERASE reaction for inhibitor discovery and characterization are provided.",0
"To identify these TRANSFERASES, we tested [E]PROTEIN[/E] domains of various TRANSFERASES for their activation of TRANSFERASE-25K in vitro",0
"To identify these TRANSFERASES, we tested RING domains of various TRANSFERASES for their activation of [E]PROTEIN[/E] in vitro",0
"In contrast, RNAi against the RNF20/40 complex or hPAF complex reduces H2B MODIFICATION, lowers [PTM]methylation[/PTM] levels at [E]PROTEIN[/E], and represses HOX gene expression.",0
"In contrast, RNAi against the RNF20/40 complex or hPAF complex reduces H2B MODIFICATION, lowers [PTM]methylation[/PTM] levels at H3 lysines 4 and 79, and represses [E]PROTEIN[/E] gene expression.",0
"RNF20 overexpression leads to elevated H2B MODIFICATION, subsequently higher levels of [PTM]methylation[/PTM] at [E]PROTEIN[/E], and stimulation of HOX gene expression",0
Pcid2 inactivates developmental genes in human and mouse embryonic stem cells to sustain their pluripotency by [PTM]modulation[/PTM] of [E]PROTEIN[/E] stability,0
[E]PROTEIN[/E] inactivates developmental genes in human and mouse embryonic stem cells to sustain their pluripotency by [PTM]modulation[/PTM] of EID1 stability,0
"In the presence of GROUP activating enzyme and the protein complex containing betaTrCP, MODIFICATION of IkappaBalpha peptide was dependent on the presence of Cdc34, while [E]PROTEIN[/E] only stimulated mono- and diMODIFICATION.",0
Differential regulation of Rad18 through [E]PROTEIN[/E]-dependent MODIFICATION,0
[E]PROTEIN[/E] catalyzes the formation of Cbf2p-GROUP conjugate in vitro,0
"A p53-GROUP fusion protein that mimics MODIFIED p53 was found to accumulate in the cytoplasm in an [E]PROTEIN[/E]-independent manner, indicating that MODIFICATION is critical for p53 trafficking",0
Regulation of MODIFIED PCNA by [E]PROTEIN[/E] autocleavage,0
"Ultraviolet (UV) irradiation inactivates [E]PROTEIN[/E] through an autocleavage event, thus enabling MODIFIED PCNA to accumulate and to activate TLS",0
[E]PROTEIN[/E] mediates MODIFICATION of histone H1 in vitro,0
"Here, we show that the [E]PROTEIN[/E], together with E1 and UbcH5a, is sufficient to reconstitute the MODIFICATION of FANCD2 in vitro",0
"Here, we show that the purified BRCA1/BARD1 complex, together with E1 and [E]PROTEIN[/E], is sufficient to reconstitute the MODIFICATION of FANCD2 in vitro",0
"Here, we show that the purified BRCA1/BARD1 complex, together with [E]PROTEIN[/E] and UbcH5a, is sufficient to reconstitute the MODIFICATION of FANCD2 in vitro",0
"In vitro, p300 with MDM2 catalyzed p53 MODIFICATION, whereas [E]PROTEIN[/E] catalyzed p53 MODIFICATION",0
"Here we show that low levels of [E]PROTEIN[/E] activity induce MODIFICATION and nuclear export of p53, whereas high levels promote p53's MODIFICATION and nuclear degradation",0
[E]PROTEIN[/E] is involved in postreplication repair mainly through MODIFICATION of proliferating cell nuclear antigen (PCNA),0
"In the [E]PROTEIN[/E] mutant Rad18, MODIFICATION of Rad18 was not observed in vivo, suggesting that self-association was critical for MODIFICATION",0
"RNF20 overexpression leads to elevated H2B MODIFICATION, subsequently higher levels of methylation at H3 lysines 4 and 79, and stimulation of [E]PROTEIN[/E] gene expression",0
"In contrast, RNAi against the RNF20/40 complex or [E]PROTEIN[/E] reduces H2B MODIFICATION, lowers methylation levels at H3 lysines 4 and 79, and represses HOX gene expression.",0
"In contrast, RNAi against the [E]PROTEIN[/E] or hPAF complex reduces H2B MODIFICATION, lowers methylation levels at H3 lysines 4 and 79, and represses HOX gene expression.",0
Formation of a trimeric complex with [E]PROTEIN[/E] stimulates H2B MODIFICATION activity in vitro,0
"[E]PROTEIN[/E] overexpression leads to elevated H2B MODIFICATION, subsequently higher levels of methylation at H3 lysines 4 and 79, and stimulation of HOX gene expression",0
"[E]PROTEIN[/E] are proteases that are negative regulators of MODIFICATION, but little is known about their regulation and contribution to the control of conjugated-substrate levels",0
A key step in this pathway is the MODIFICATION of the FANCD2 protein by the TRANSFERASE composed of [E]PROTEIN[/E],0
"UBE2T binds to FANCL, the TRANSFERASE subunit of the [E]PROTEIN[/E], and is required for the MODIFICATION of FANCD2 in vivo",0
This MODIFICATION is stimulated by the presence of the FANCL protein and inactivates [E]PROTEIN[/E],0
This MODIFICATION is stimulated by the presence of the [E]PROTEIN[/E] protein and inactivates UBE2T,0
"MODIFICATION of CHIP by Ube2w stabilizes the interaction between CHIP and ataxin-3, which through [E]PROTEIN[/E] DUB activity limits the length of chains attached to CHIP substrates",0
"MODIFICATION of CHIP by Ube2w stabilizes the interaction between CHIP and [E]PROTEIN[/E], which through its DUB activity limits the length of chains attached to CHIP substrates",0
"MODIFICATION of CHIP by [E]PROTEIN[/E] stabilizes the interaction between CHIP and ataxin-3, which through its DUB activity limits the length of chains attached to CHIP substrates",0
"MODIFICATION of CHIP by Ube2w stabilizes the interaction between [E]PROTEIN[/E] and ataxin-3, which through its DUB activity limits the length of chains attached to CHIP substrates",0
"Using in vitro assays, individual [E]PROTEIN[/E] facilitated MODIFICATION of α4, whereas full-length MID1 as well as RING-Bbox1 and RING-Bbox1-Bbox2 constructs catalyzed its MODIFICATION",0
Here we report that the Trk receptors are MODIFIED in response to [E]PROTEIN[/E],0
[E]PROTEIN[/E] mutants co-localized and co-immunoprecipitated more efficiently with Nedd4-2 and consequently a strong increase in the basal MODIFICATION of the mutant receptors was observed,0
TrkA mutants co-localized and co-immunoprecipitated more efficiently with [E]PROTEIN[/E] and consequently a strong increase in the basal MODIFICATION of the mutant receptors was observed,0
MODIFICATION depends on [E]PROTEIN[/E]/CDC28 protein kinase and the CDC34 GROUP-conjugating enzyme,0
MODIFICATION depends on cyclin/CDC28 protein kinase and the [E]PROTEIN[/E],0
MODIFICATION depends on cyclin/[E]PROTEIN[/E] protein kinase and the CDC34 GROUP-conjugating enzyme,0
"GROUP chain formation is abrogated in cdc4ts mutant extracts and assembly restored by the addition of exogenous [E]PROTEIN[/E], suggesting a direct role for this protein in SIC1 MODIFICATION",0
FEZ1 is implicated in neuritogenesis when [PTM]phosphorylated[/PTM] by [E]PROTEIN[/E],0
[E]PROTEIN[/E] is implicated in neuritogenesis when [PTM]phosphorylated[/PTM] by protein kinase Czeta (PKCzeta),0
"We have identified an TRANSFERASE, [E]PROTEIN[/E], that associates with the TrkA receptor and is [PTM]phosphorylated[/PTM] upon NGF binding",0
"We observed that in response to DNA damage, [E]PROTEIN[/E] [PTM]phosphorylated[/PTM] COP1 on Ser(387) and stimulated a rapid autodegradation mechanism",0
"We observed that in response to DNA damage, ATM [PTM]phosphorylated[/PTM] [E]PROTEIN[/E] on Ser(387) and stimulated a rapid autodegradation mechanism",0
"We observed that in response to DNA damage, ATM [PTM]phosphorylated[/PTM] COP1 on [E]PROTEIN[/E] and stimulated a rapid autodegradation mechanism",0
We demonstrate that [E]PROTEIN[/E]-[PTM]phosphorylated[/PTM] cyclin D1 is recognized by a Skp1-Cul1-F box (SCF) TRANSFERASE where FBX4 and alphaB crystallin govern substrate specificity,0
We demonstrate that Thr286-[PTM]phosphorylated[/PTM] [E]PROTEIN[/E] is recognized by a Skp1-Cul1-F box (SCF) TRANSFERASE where FBX4 and alphaB crystallin govern substrate specificity,0
We conclude that SCF(FBX4-alphaB crystallin) is an TRANSFERASE that promotes GROUP-dependent degradation of [E]PROTEIN[/E]-[PTM]phosphorylated[/PTM] cyclin D1.,0
"Here, we demonstrate that p53R2 becomes rapidly [PTM]phosphorylated[/PTM] at Ser(72) by [E]PROTEIN[/E] within 30 min after genotoxic stress",0
"Here, we demonstrate that p53R2 becomes rapidly [PTM]phosphorylated[/PTM] at [E]PROTEIN[/E] by ataxia telangiectasia mutated (ATM) within 30 min after genotoxic stress",0
"Upon activating [E]PROTEIN[/E], Cln2p is extensively [PTM]phosphorylated[/PTM] and conjugated with multiubiquitin chains",0
"Upon activating Cdc28p, [E]PROTEIN[/E] is extensively [PTM]phosphorylated[/PTM] and conjugated with multiubiquitin chains",0
"Almost all NF-kappaB activation pathways converge on IkappaB kinase (IKK), which [PTM]phosphorylates[/PTM] [E]PROTEIN[/E] resulting in Lys 48-linked MODIFICATION of IkappaB and its degradation",0
Here we show that NEDDylation is required for conjugation and processing of p105 by [E]PROTEIN[/E] following [PTM]phosphorylation[/PTM] of the molecule,0
Here we show that NEDDylation is required for conjugation and processing of [E]PROTEIN[/E] by SCF(beta-TrCP) following [PTM]phosphorylation[/PTM] of the molecule,0
"Furthermore, modulations of HOS activities affect the extent of Stat1 [PTM]phosphorylation[/PTM] and [E]PROTEIN[/E]-mediated transcriptional activities as well as the extent of antiproliferative effects of type I interferons",0
"Furthermore, modulations of HOS activities affect the extent of Stat1 [PTM]phosphorylation[/PTM] and Stat-mediated transcriptional activities as well as the extent of antiproliferative effects of [E]PROTEIN[/E]",0
"Furthermore, modulations of HOS activities affect the extent of [E]PROTEIN[/E] [PTM]phosphorylation[/PTM] and Stat-mediated transcriptional activities as well as the extent of antiproliferative effects of type I interferons",0
"Furthermore, modulations of [E]PROTEIN[/E] activities affect the extent of Stat1 [PTM]phosphorylation[/PTM] and Stat-mediated transcriptional activities as well as the extent of antiproliferative effects of type I interferons",0
"The tunicamycin-induced up-regulation of [E]PROTEIN[/E] and GRP94 and [PTM]phosphorylation[/PTM] of PERK was suppressed by treatment with 4-PBA, indicating that 4-PBA suppresses ER stress responses by decreasing unfolded protein",0
"The tunicamycin-induced up-regulation of GRP78 and GRP94 and [PTM]phosphorylation[/PTM] of [E]PROTEIN[/E] was suppressed by treatment with 4-PBA, indicating that 4-PBA suppresses ER stress responses by decreasing unfolded protein",0
"The tunicamycin-induced up-regulation of GRP78 and [E]PROTEIN[/E] and [PTM]phosphorylation[/PTM] of PERK was suppressed by treatment with 4-PBA, indicating that 4-PBA suppresses ER stress responses by decreasing unfolded protein",0
"Two major [PTM]phosphorylation[/PTM] sites have been identified in the Rpb1 carboxyl terminal domain, [E]PROTEIN[/E] or serine 5 (Ser-5) of the YSPTSPS heptapeptide repeat",0
"Two major [PTM]phosphorylation[/PTM] sites have been identified in the Rpb1 carboxyl terminal domain, serine 2 (Ser-2) or [E]PROTEIN[/E] of the YSPTSPS heptapeptide repeat",0
"Two major [PTM]phosphorylation[/PTM] sites have been identified in the [E]PROTEIN[/E] carboxyl terminal domain, serine 2 (Ser-2) or serine 5 (Ser-5) of the YSPTSPS heptapeptide repeat",0
"Interestingly, [PTM]phosphorylation[/PTM] of [E]PROTEIN[/E] per se is not required for MODIFICATION",0
"Here, we demonstrate that BRCA1 Ring domain catalyzes CtIP MODIFICATION in a manner that depends on a [PTM]phosphorylation[/PTM]-mediated interaction between CtIP and [E]PROTEIN[/E] domains",0
"Here, we demonstrate that BRCA1 Ring domain catalyzes CtIP MODIFICATION in a manner that depends on a [PTM]phosphorylation[/PTM]-mediated interaction between [E]PROTEIN[/E] and BRCA1 BRCT domains",0
"Ionizing radiation triggered an [E]PROTEIN[/E]-dependent movement of COP1 from the nucleus to the cytoplasm, and ATM-dependent [PTM]phosphorylation[/PTM] of COP1 on Ser(387) was both necessary and sufficient to disrupt the COP1-p53 complex and subsequently to abrogate the MODIFICATION and degradation of p53",0
"Ionizing radiation triggered an ATM-dependent movement of COP1 from the nucleus to the cytoplasm, and [E]PROTEIN[/E]-dependent [PTM]phosphorylation[/PTM] of COP1 on Ser(387) was both necessary and sufficient to disrupt the COP1-p53 complex and subsequently to abrogate the MODIFICATION and degradation of p53",0
"Ionizing radiation triggered an ATM-dependent movement of [E]PROTEIN[/E] from the nucleus to the cytoplasm, and ATM-dependent [PTM]phosphorylation[/PTM] of COP1 on Ser(387) was both necessary and sufficient to disrupt the COP1-p53 complex and subsequently to abrogate the MODIFICATION and degradation of p53",0
"Ionizing radiation triggered an ATM-dependent movement of COP1 from the nucleus to the cytoplasm, and ATM-dependent [PTM]phosphorylation[/PTM] of [E]PROTEIN[/E] on Ser(387) was both necessary and sufficient to disrupt the COP1-p53 complex and subsequently to abrogate the MODIFICATION and degradation of p53",0
"Ionizing radiation triggered an ATM-dependent movement of COP1 from the nucleus to the cytoplasm, and ATM-dependent [PTM]phosphorylation[/PTM] of COP1 on Ser(387) was both necessary and sufficient to disrupt the [E]PROTEIN[/E]-p53 complex and subsequently to abrogate the MODIFICATION and degradation of p53",0
"Ionizing radiation triggered an ATM-dependent movement of COP1 from the nucleus to the cytoplasm, and ATM-dependent [PTM]phosphorylation[/PTM] of COP1 on [E]PROTEIN[/E] was both necessary and sufficient to disrupt the COP1-p53 complex and subsequently to abrogate the MODIFICATION and degradation of p53",0
"Ionizing radiation triggered an ATM-dependent movement of COP1 from the nucleus to the cytoplasm, and ATM-dependent [PTM]phosphorylation[/PTM] of COP1 on Ser(387) was both necessary and sufficient to disrupt the COP1-[E]PROTEIN[/E] complex and subsequently to abrogate the MODIFICATION and degradation of p53",0
"Furthermore, [PTM]phosphorylation[/PTM] of [E]PROTEIN[/E] on Ser(387) was required to permit p53 to become stabilized and to exert its tumor suppressor properties in response to DNA damage.",0
"Furthermore, [PTM]phosphorylation[/PTM] of COP1 on [E]PROTEIN[/E] was required to permit p53 to become stabilized and to exert its tumor suppressor properties in response to DNA damage.",0
"Furthermore, [PTM]phosphorylation[/PTM] of COP1 on Ser(387) was required to permit [E]PROTEIN[/E] to become stabilized and to exert its tumor suppressor properties in response to DNA damage.",0
"This is mediated by [PTM]phosphorylation[/PTM] at [E]PROTEIN[/E] through the activity of the Ras/Raf/MEK/ERK cascade and the F-box protein FBXW8, which is an TRANSFERASE",0
"This is mediated by [PTM]phosphorylation[/PTM] at [E]PROTEIN[/E] through the activity of the Ras/Raf/MEK/ERK cascade and the F-box protein FBXW8, which is an TRANSFERASE",0
"Increased cyclin D1 degradation is linked to association with FBXW8 in the cytoplasm, and enhanced [PTM]phosphorylation[/PTM] of cyclin D1 through sustained [E]PROTEIN[/E] signaling",0
"Increased cyclin D1 degradation is linked to association with FBXW8 in the cytoplasm, and enhanced [PTM]phosphorylation[/PTM] of [E]PROTEIN[/E] through sustained ERK1/2 signaling",0
"[E]PROTEIN[/E] is mediated by [PTM]phosphorylation[/PTM] at Thr286 through the activity of the Ras/Raf/MEK/ERK cascade and the F-box protein FBXW8, which is an TRANSFERASE",0
"Degradation is triggered by [E]PROTEIN[/E] [PTM]phosphorylation[/PTM], which promotes its MODIFICATION by an unknown TRANSFERASE",0
Growth factor-dependent accumulation of the cyclin D1 proto-oncogene is balanced by [E]PROTEIN[/E] rapid [PTM]phosphorylation[/PTM]-dependent proteolysis,0
Growth factor-dependent accumulation of the [E]PROTEIN[/E] proto-oncogene is balanced by its rapid [PTM]phosphorylation[/PTM]-dependent proteolysis,0
ATM-mediated serine 72 [PTM]phosphorylation[/PTM] stabilizes ribonucleotide reductase small subunit [E]PROTEIN[/E] protein against MDM2 to DNA damage,0
[E]PROTEIN[/E]-mediated serine 72 [PTM]phosphorylation[/PTM] stabilizes ribonucleotide reductase small subunit p53R2 protein against MDM2 to DNA damage,0
ATM-mediated serine 72 [PTM]phosphorylation[/PTM] stabilizes ribonucleotide reductase small subunit p53R2 protein against [E]PROTEIN[/E] to DNA damage,0
ATM-mediated [E]PROTEIN[/E] [PTM]phosphorylation[/PTM] stabilizes ribonucleotide reductase small subunit p53R2 protein against MDM2 to DNA damage,0
Our results strongly suggest a novel mechanism for the regulation of [E]PROTEIN[/E] activity via ATM-mediated [PTM]phosphorylation[/PTM] at Ser(72) and MDM2-dependent turnover of p53R2 dephosphorylated at the same residue.,0
Our results strongly suggest a novel mechanism for the regulation of p53R2 activity via ATM-mediated [PTM]phosphorylation[/PTM] at Ser(72) and MDM2-dependent turnover of [E]PROTEIN[/E] dephosphorylated at the same residue.,0
Our results strongly suggest a novel mechanism for the regulation of p53R2 activity via [E]PROTEIN[/E]-mediated [PTM]phosphorylation[/PTM] at Ser(72) and MDM2-dependent turnover of p53R2 dephosphorylated at the same residue.,0
Our results strongly suggest a novel mechanism for the regulation of p53R2 activity via ATM-mediated [PTM]phosphorylation[/PTM] at Ser(72) and [E]PROTEIN[/E]-dependent turnover of p53R2 dephosphorylated at the same residue.,0
Our results strongly suggest a novel mechanism for the regulation of p53R2 activity via ATM-mediated [PTM]phosphorylation[/PTM] at [E]PROTEIN[/E] and MDM2-dependent turnover of p53R2 dephosphorylated at the same residue.,0
Mutational studies further indicate that ATM-mediated Ser(72) [PTM]phosphorylation[/PTM] is essential for maintaining [E]PROTEIN[/E] protein stability and conferring resistance to DNA damage,0
Mutational studies further indicate that [E]PROTEIN[/E]-mediated Ser(72) [PTM]phosphorylation[/PTM] is essential for maintaining p53R2 protein stability and conferring resistance to DNA damage,0
Mutational studies further indicate that ATM-mediated [E]PROTEIN[/E] [PTM]phosphorylation[/PTM] is essential for maintaining p53R2 protein stability and conferring resistance to DNA damage,0
"Further, FBXL19 cellular expression diminished lysophosphatidic acid (LPA)-induced [PTM]phosphorylation[/PTM] of [E]PROTEIN[/E] and stress fiber formation",0
"Further, [E]PROTEIN[/E] cellular expression diminished lysophosphatidic acid (LPA)-induced [PTM]phosphorylation[/PTM] of myosin light chain (MLC) and stress fiber formation",0
"Furthermore, we define both cyclin A and Plk1, two well-known Cdh1 substrates, as upstream modifying enzymes that promote [E]PROTEIN[/E] [PTM]phosphorylation[/PTM] to trigger Cdh1 MODIFICATION and subsequent degradation by SCF(β-TRCP)",0
"Furthermore, we define both [E]PROTEIN[/E] and Plk1, two well-known Cdh1 substrates, as upstream modifying enzymes that promote Cdh1 [PTM]phosphorylation[/PTM] to trigger Cdh1 MODIFICATION and subsequent degradation by SCF(β-TRCP)",0
"Furthermore, we define both cyclin A and [E]PROTEIN[/E], two well-known Cdh1 substrates, as upstream modifying enzymes that promote Cdh1 [PTM]phosphorylation[/PTM] to trigger Cdh1 MODIFICATION and subsequent degradation by SCF(β-TRCP)",0
"In this study, we report a specific interaction between TopBP1 and [E]PROTEIN[/E] that is [PTM]phosphorylation[/PTM] and cell-cycle dependent",0
"In this study, we report a specific interaction between [E]PROTEIN[/E] and Bloom syndrome helicase (BLM) that is [PTM]phosphorylation[/PTM] and cell-cycle dependent",0
"MODIFICATION of Cln2p in vitro requires the Cdc34p GROUP-conjugating enzyme, Cdc28p, [E]PROTEIN[/E] [PTM]phosphorylation[/PTM] and unidentified factors in yeast extract",0
[PTM]Phosphorylation[/PTM] of Sic1p by [E]PROTEIN[/E] required for its degradation and entry into S phase,0
[PTM]Phosphorylation[/PTM] of Sic1p by G1 Cdk required for [E]PROTEIN[/E] degradation and entry into S phase,0
[PTM]Phosphorylation[/PTM] of [E]PROTEIN[/E] by G1 Cdk required for its degradation and entry into S phase,0
A multidimensional electrospray mass spectrometry technique was used to map [E]PROTEIN[/E] [PTM]phosphorylation[/PTM] sites in Sic1p both in vitro and in vivo,0
A multidimensional electrospray mass spectrometry technique was used to map G1 Cdk [PTM]phosphorylation[/PTM] sites in [E]PROTEIN[/E] both in vitro and in vivo,0
These complexes recognize their substrates through modular [E]PROTEIN[/E] in a [PTM]phosphorylation[/PTM]-dependent manner,0
"Here we describe a biochemical dissection of a novel mammalian [E]PROTEIN[/E], SCFbeta-TRCP, that specifically recognizes a 19-amino-acid destruction motif in IkappaBalpha (residues 21-41) in a [PTM]phosphorylation[/PTM]-dependent manner",0
"Here we describe a biochemical dissection of a novel mammalian SCF complex, [E]PROTEIN[/E], that specifically recognizes a 19-amino-acid destruction motif in IkappaBalpha (residues 21-41) in a [PTM]phosphorylation[/PTM]-dependent manner",0
"Here we describe a biochemical dissection of a novel mammalian SCF complex, SCFbeta-TRCP, that specifically recognizes a [E]PROTEIN[/E] in IkappaBalpha (residues 21-41) in a [PTM]phosphorylation[/PTM]-dependent manner",0
"Here we describe a biochemical dissection of a novel mammalian SCF complex, SCFbeta-TRCP, that specifically recognizes a 19-amino-acid destruction motif in [E]PROTEIN[/E] in a [PTM]phosphorylation[/PTM]-dependent manner",0
"Here we show that the TRANSFERASE HectH9 MODIFIES Myc in vivo and in vitro, forming a [E]PROTEIN[/E]-linked GROUP chain",0
"Here, we show that NEMO binds to Lys 63- but not Lys 48-linked GROUP, and that single point mutations in NEMO that prevent binding to Lys 63-linked GROUP also abrogates the binding of NEMO to [E]PROTEIN[/E] in tumour necrosis factor (TNF)-alpha-stimulated cells, the recruitment of IKK to TNF receptor (TNF-R) 1, and the activation of IKK and NF-kappaB",0
"Here, we show that NEMO binds to Lys 63- but not Lys 48-linked GROUP, and that single point mutations in [E]PROTEIN[/E] that prevent binding to Lys 63-linked GROUP also abrogates the binding of NEMO to RIP in tumour necrosis factor (TNF)-alpha-stimulated cells, the recruitment of IKK to TNF receptor (TNF-R) 1, and the activation of IKK and NF-kappaB",0
"Here, we show that NEMO binds to Lys 63- but not Lys 48-linked GROUP, and that single point mutations in NEMO that prevent binding to Lys 63-linked GROUP also abrogates the binding of [E]PROTEIN[/E] to RIP in tumour necrosis factor (TNF)-alpha-stimulated cells, the recruitment of IKK to TNF receptor (TNF-R) 1, and the activation of IKK and NF-kappaB",0
"Here, we show that NEMO binds to Lys 63- but not Lys 48-linked GROUP, and that single point mutations in NEMO that prevent binding to [E]PROTEIN[/E]-linked GROUP also abrogates the binding of NEMO to RIP in tumour necrosis factor (TNF)-alpha-stimulated cells, the recruitment of IKK to TNF receptor (TNF-R) 1, and the activation of IKK and NF-kappaB",0
"Here, we show that [E]PROTEIN[/E] binds to Lys 63- but not Lys 48-linked GROUP, and that single point mutations in NEMO that prevent binding to Lys 63-linked GROUP also abrogates the binding of NEMO to RIP in tumour necrosis factor (TNF)-alpha-stimulated cells, the recruitment of IKK to TNF receptor (TNF-R) 1, and the activation of IKK and NF-kappaB",0
"Here, we show that NEMO binds to Lys 63- but not [E]PROTEIN[/E]-linked GROUP, and that single point mutations in NEMO that prevent binding to Lys 63-linked GROUP also abrogates the binding of NEMO to RIP in tumour necrosis factor (TNF)-alpha-stimulated cells, the recruitment of IKK to TNF receptor (TNF-R) 1, and the activation of IKK and NF-kappaB",0
"Here, we show that NEMO binds to [E]PROTEIN[/E]- but not Lys 48-linked GROUP, and that single point mutations in NEMO that prevent binding to Lys 63-linked GROUP also abrogates the binding of NEMO to RIP in tumour necrosis factor (TNF)-alpha-stimulated cells, the recruitment of IKK to TNF receptor (TNF-R) 1, and the activation of IKK and NF-kappaB",0
"The recruitment of [E]PROTEIN[/E] to occupied cytokine receptors, and its subsequent activation, are dependent on the attachment of Lys 63-linked GROUP chains to signalling intermediates such as receptor-interacting protein (RIP)",0
"The recruitment of IKK to occupied cytokine receptors, and its subsequent activation, are dependent on the attachment of Lys 63-linked GROUP chains to signalling intermediates such as [E]PROTEIN[/E]",0
"The recruitment of IKK to occupied cytokine receptors, and its subsequent activation, are dependent on the attachment of [E]PROTEIN[/E]-linked GROUP chains to signalling intermediates such as receptor-interacting protein (RIP)",0
The deMODIFYING enzyme Ubp2 modulates [E]PROTEIN[/E]-dependent Lys63-linked GROUP conjugates in Saccharomyces cerevisiae,0
Missense mutations in malin that are present in LD patients abolish [E]PROTEIN[/E] ability to MODIFY and signal the degradation of laforin,0
Missense mutations in [E]PROTEIN[/E] that are present in LD patients abolish its ability to MODIFY and signal the degradation of laforin,0
"Here, we show that ABI3 is an unstable protein and that an [E]PROTEIN[/E], which contains a RING motif, can MODIFY ABI3 in vitro",0
The human CUL4B and cyclin E proteins also interact with each other and the [E]PROTEIN[/E] can MODIFY the CUL4B-associated cyclin E,0
The human [E]PROTEIN[/E] and cyclin E proteins also interact with each other and the CUL4B complexes can MODIFY the CUL4B-associated cyclin E,0
The human CUL4B and [E]PROTEIN[/E] proteins also interact with each other and the CUL4B complexes can MODIFY the CUL4B-associated cyclin E,0
The mouse R2 protein specifically binds [E]PROTEIN[/E] and is MODIFIED in an in vitro GROUP assay system,0
